field_id,timestamp,date,machine_id,operation,lat,lon,speed,status,area_covered
field_02,2025-05-05T01:36:00Z,2025-05-05,tractor_02,seeding,43.55283,78.055809,6.3,working,78.8
field_02,2025-05-05T02:03:00Z,2025-05-05,tractor_02,seeding,43.552909,78.056479,8.3,working,79.8
field_02,2025-05-05T02:37:00Z,2025-05-05,tractor_02,seeding,43.552979,78.057096,6.1,working,80.8
field_02,2025-05-05T03:05:00Z,2025-05-05,tractor_02,seeding,43.553135,78.057465,7.1,working,81.7
field_02,2025-05-05T03:33:00Z,2025-05-05,tractor_02,seeding,43.553157,78.058067,9.1,working,82.7
field_02,2025-05-05T04:06:00Z,2025-05-05,tractor_02,seeding,43.553347,78.059068,7.9,working,83.6
field_02,2025-05-05T04:31:00Z,2025-05-05,tractor_02,seeding,43.55342,78.059498,8.3,working,84.5
field_02,2025-05-05T05:04:00Z,2025-05-05,tractor_02,seeding,43.553321,78.059786,9.5,working,85.5
field_02,2025-05-05T05:39:00Z,2025-05-05,tractor_02,seeding,43.553651,78.060718,7.6,working,86.5
field_02,2025-05-05T06:03:00Z,2025-05-05,tractor_02,seeding,43.553529,78.061371,7.3,working,87.4
field_02,2025-05-05T06:37:00Z,2025-05-05,tractor_02,seeding,43.553719,78.061794,9.8,working,88.4
field_02,2025-05-05T07:05:00Z,2025-05-05,tractor_02,seeding,43.553855,78.062467,8.0,working,89.3
field_02,2025-05-05T07:30:00Z,2025-05-05,tractor_02,seeding,43.553891,78.062995,7.1,working,90.2
field_02,2025-05-05T08:02:00Z,2025-05-05,tractor_02,seeding,43.554104,78.063915,7.1,working,91.2
field_02,2025-05-05T08:30:00Z,2025-05-05,tractor_02,seeding,43.554007,78.064227,9.5,working,92.1
field_02,2025-05-05T09:08:00Z,2025-05-05,tractor_02,seeding,43.554277,78.064954,9.8,working,93.1
field_02,2025-05-05T09:31:00Z,2025-05-05,tractor_02,seeding,43.554375,78.065521,7.8,finishing,94.0
field_02,2025-05-21T00:09:00Z,2025-05-21,tractor_02,fertilizing,43.545577,78.05397,11.9,starting,0.0
field_02,2025-05-21T00:35:00Z,2025-05-21,tractor_02,fertilizing,43.545774,78.054718,11.3,working,1.6
field_02,2025-05-21T01:04:00Z,2025-05-21,tractor_02,fertilizing,43.54583,78.055277,8.1,working,3.2
field_02,2025-05-21T01:31:00Z,2025-05-21,tractor_02,fertilizing,43.546112,78.055729,9.4,working,4.8
field_02,2025-05-21T02:02:00Z,2025-05-21,tractor_02,fertilizing,43.546145,78.056618,11.9,working,6.3
field_02,2025-05-21T02:39:00Z,2025-05-21,tractor_02,fertilizing,43.546512,78.057021,11.6,working,7.9
field_02,2025-05-21T03:00:00Z,2025-05-21,tractor_02,fertilizing,43.546504,78.057583,9.9,working,9.5
field_02,2025-05-21T03:33:00Z,2025-05-21,tractor_02,fertilizing,43.546434,78.058354,10.2,working,11.1
field_02,2025-05-21T04:02:00Z,2025-05-21,tractor_02,fertilizing,43.546838,78.058894,11.7,working,12.7
field_02,2025-05-21T04:35:00Z,2025-05-21,tractor_02,fertilizing,43.546849,78.059353,10.1,working,14.2
field_02,2025-05-21T05:08:00Z,2025-05-21,tractor_02,fertilizing,43.547007,78.059832,10.1,working,15.8
field_02,2025-05-21T05:35:00Z,2025-05-21,tractor_02,fertilizing,43.547148,78.060438,8.3,working,17.4
field_02,2025-05-21T06:05:00Z,2025-05-21,tractor_02,fertilizing,43.547213,78.061091,11.4,working,19.0
field_02,2025-05-21T06:32:00Z,2025-05-21,tractor_02,fertilizing,43.547419,78.061967,11.9,working,20.6
field_02,2025-05-21T07:02:00Z,2025-05-21,tractor_02,fertilizing,43.547625,78.062503,9.9,working,22.2
field_02,2025-05-21T07:38:00Z,2025-05-21,tractor_02,fertilizing,43.547846,78.062917,10.6,working,23.8
field_02,2025-05-21T08:03:00Z,2025-05-21,tractor_02,fertilizing,43.548025,78.063444,8.4,working,25.3
field_02,2025-05-21T08:40:00Z,2025-05-21,tractor_02,fertilizing,43.548064,78.064373,9.6,working,26.9
field_02,2025-05-21T09:00:00Z,2025-05-21,tractor_02,fertilizing,43.548117,78.064792,8.2,working,28.5
field_02,2025-05-21T09:30:00Z,2025-05-21,tractor_02,fertilizing,43.548499,78.065609,9.1,finishing,30.1
field_02,2025-05-22T00:01:00Z,2025-05-22,tractor_02,fertilizing,43.548494,78.053767,8.9,starting,31.7
field_02,2025-05-22T00:35:00Z,2025-05-22,tractor_02,fertilizing,43.548582,78.05447,9.1,working,33.2
field_02,2025-05-22T01:08:00Z,2025-05-22,tractor_02,fertilizing,43.548845,78.055135,10.2,idle,34.8
field_02,2025-05-22T01:34:00Z,2025-05-22,tractor_02,fertilizing,43.54903,78.055916,8.9,working,36.4
field_02,2025-05-22T02:01:00Z,2025-05-22,tractor_02,fertilizing,43.549176,78.056359,11.6,working,38.0
field_02,2025-05-22T02:33:00Z,2025-05-22,tractor_02,fertilizing,43.549387,78.056862,8.2,working,39.6
field_02,2025-05-22T03:09:00Z,2025-05-22,tractor_02,fertilizing,43.54931,78.057554,11.1,working,41.2
field_02,2025-05-22T03:30:00Z,2025-05-22,tractor_02,fertilizing,43.54951,78.058352,8.7,working,42.8
field_02,2025-05-22T04:00:00Z,2025-05-22,tractor_02,fertilizing,43.549638,78.058874,8.7,working,44.3
field_02,2025-05-22T04:39:00Z,2025-05-22,tractor_02,fertilizing,43.54991,78.059189,9.0,working,45.9
field_02,2025-05-22T05:09:00Z,2025-05-22,tractor_02,fertilizing,43.549997,78.059829,11.5,working,47.5
field_02,2025-05-22T05:38:00Z,2025-05-22,tractor_02,fertilizing,43.550161,78.060567,8.6,working,49.1
field_02,2025-05-22T06:07:00Z,2025-05-22,tractor_02,fertilizing,43.550329,78.061108,11.2,working,50.7
field_02,2025-05-22T06:31:00Z,2025-05-22,tractor_02,fertilizing,43.550506,78.061926,9.9,working,52.3
field_02,2025-05-22T07:08:00Z,2025-05-22,tractor_02,fertilizing,43.550592,78.062277,9.4,working,53.8
field_02,2025-05-22T07:30:00Z,2025-05-22,tractor_02,fertilizing,43.550708,78.062992,9.3,working,55.4
field_02,2025-05-22T08:10:00Z,2025-05-22,tractor_02,fertilizing,43.550889,78.063713,10.3,working,57.0
field_02,2025-05-22T08:40:00Z,2025-05-22,tractor_02,fertilizing,43.550993,78.06406,11.7,working,58.6
field_02,2025-05-22T09:06:00Z,2025-05-22,tractor_02,fertilizing,43.551084,78.064951,10.0,working,60.2
field_02,2025-05-22T09:34:00Z,2025-05-22,tractor_02,fertilizing,43.551391,78.065319,8.2,finishing,61.8
field_02,2025-05-23T00:04:00Z,2025-05-23,tractor_02,fertilizing,43.551437,78.054007,8.9,starting,63.3
field_02,2025-05-23T00:34:00Z,2025-05-23,tractor_02,fertilizing,43.551672,78.054508,11.5,working,64.9
field_02,2025-05-23T01:03:00Z,2025-05-23,tractor_02,fertilizing,43.551615,78.055367,11.5,working,66.5
field_02,2025-05-23T01:34:00Z,2025-05-23,tractor_02,fertilizing,43.551959,78.055496,12.0,working,68.1
field_02,2025-05-23T02:07:00Z,2025-05-23,tractor_02,fertilizing,43.552048,78.056391,8.9,working,69.7
field_02,2025-05-23T02:30:00Z,2025-05-23,tractor_02,fertilizing,43.552253,78.057007,10.0,working,71.2
field_02,2025-05-23T03:07:00Z,2025-05-23,tractor_02,fertilizing,43.552382,78.057652,11.3,working,72.8
field_02,2025-05-23T03:38:00Z,2025-05-23,tractor_02,fertilizing,43.552478,78.05813,9.3,working,74.4
field_02,2025-05-23T04:09:00Z,2025-05-23,tractor_02,fertilizing,43.552637,78.058792,9.2,working,76.0
field_02,2025-05-23T04:32:00Z,2025-05-23,tractor_02,fertilizing,43.552657,78.059261,9.5,working,77.6
field_02,2025-05-23T05:10:00Z,2025-05-23,tractor_02,fertilizing,43.553007,78.060082,9.5,working,79.2
field_02,2025-05-23T05:36:00Z,2025-05-23,tractor_02,fertilizing,43.553219,78.060568,10.6,working,80.8
field_02,2025-05-23T06:00:00Z,2025-05-23,tractor_02,fertilizing,43.553123,78.061024,10.8,working,82.3
field_02,2025-05-23T06:39:00Z,2025-05-23,tractor_02,fertilizing,43.553341,78.061958,9.5,working,83.9
field_02,2025-05-23T07:00:00Z,2025-05-23,tractor_02,fertilizing,43.553534,78.062346,9.5,working,85.5
field_02,2025-05-23T07:39:00Z,2025-05-23,tractor_02,fertilizing,43.553666,78.062925,10.4,working,87.1
field_02,2025-05-23T08:02:00Z,2025-05-23,tractor_02,fertilizing,43.553834,78.063602,10.9,working,88.7
field_02,2025-05-23T08:38:00Z,2025-05-23,tractor_02,fertilizing,43.553932,78.064596,9.4,working,90.2
field_02,2025-05-23T09:01:00Z,2025-05-23,tractor_02,fertilizing,43.553877,78.064779,8.9,working,91.8
field_02,2025-05-23T09:37:00Z,2025-05-23,tractor_02,fertilizing,43.554207,78.065388,9.0,finishing,93.4
field_02,2025-06-15T00:04:00Z,2025-06-15,sprayer_01,spraying,43.54557,78.053955,8.0,starting,0.0
field_02,2025-06-15T00:39:00Z,2025-06-15,sprayer_01,spraying,43.545775,78.054619,8.0,working,2.4
field_02,2025-06-15T01:02:00Z,2025-06-15,sprayer_01,spraying,43.546032,78.054875,7.7,working,4.8
field_02,2025-06-15T01:38:00Z,2025-06-15,sprayer_01,spraying,43.546264,78.055601,8.2,working,7.1
field_02,2025-06-15T02:02:00Z,2025-06-15,sprayer_01,spraying,43.546428,78.056512,10.6,working,9.5
field_02,2025-06-15T02:35:00Z,2025-06-15,sprayer_01,spraying,43.546791,78.057132,8.9,working,11.9
field_02,2025-06-15T03:10:00Z,2025-06-15,sprayer_01,spraying,43.547002,78.057373,9.0,working,14.2
field_02,2025-06-15T03:37:00Z,2025-06-15,sprayer_01,spraying,43.547202,78.058269,7.1,working,16.6
field_02,2025-06-15T04:00:00Z,2025-06-15,sprayer_01,spraying,43.54741,78.058683,10.6,working,19.0
field_02,2025-06-15T04:31:00Z,2025-06-15,sprayer_01,spraying,43.547611,78.05935,7.9,working,21.4
field_02,2025-06-15T05:06:00Z,2025-06-15,sprayer_01,spraying,43.547719,78.059907,9.9,working,23.8
field_02,2025-06-15T05:34:00Z,2025-06-15,sprayer_01,spraying,43.547968,78.060516,8.2,working,26.1
field_02,2025-06-15T06:00:00Z,2025-06-15,sprayer_01,spraying,43.548265,78.061293,10.6,working,28.5
field_02,2025-06-15T06:38:00Z,2025-06-15,sprayer_01,spraying,43.54852,78.061697,7.0,working,30.9
field_02,2025-06-15T07:10:00Z,2025-06-15,sprayer_01,spraying,43.548483,78.062579,8.5,working,33.2
field_02,2025-06-15T07:36:00Z,2025-06-15,sprayer_01,spraying,43.54886,78.063112,9.0,working,35.6
field_02,2025-06-15T08:00:00Z,2025-06-15,sprayer_01,spraying,43.549119,78.063687,11.0,working,38.0
field_02,2025-06-15T08:36:00Z,2025-06-15,sprayer_01,spraying,43.549265,78.064072,9.4,working,40.4
field_02,2025-06-15T09:00:00Z,2025-06-15,sprayer_01,spraying,43.549452,78.064936,9.9,working,42.8
field_02,2025-06-15T09:34:00Z,2025-06-15,sprayer_01,spraying,43.54968,78.065415,7.6,finishing,45.1
field_02,2025-06-16T00:09:00Z,2025-06-16,sprayer_01,spraying,43.550159,78.053934,8.1,starting,47.5
field_02,2025-06-16T00:33:00Z,2025-06-16,sprayer_01,spraying,43.550253,78.054694,10.1,working,49.9
field_02,2025-06-16T01:04:00Z,2025-06-16,sprayer_01,spraying,43.550576,78.05493,7.9,working,52.3
field_02,2025-06-16T01:38:00Z,2025-06-16,sprayer_01,spraying,43.550693,78.055824,9.2,working,54.6
field_02,2025-06-16T02:03:00Z,2025-06-16,sprayer_01,spraying,43.550981,78.056355,10.9,working,57.0
field_02,2025-06-16T02:39:00Z,2025-06-16,sprayer_01,spraying,43.551053,78.056994,9.8,working,59.4
field_02,2025-06-16T03:07:00Z,2025-06-16,sprayer_01,spraying,43.55124,78.057744,10.3,working,61.8
field_02,2025-06-16T03:32:00Z,2025-06-16,sprayer_01,spraying,43.551622,78.058268,8.3,working,64.1
field_02,2025-06-16T04:01:00Z,2025-06-16,sprayer_01,spraying,43.551712,78.058841,8.8,idle,66.5
field_02,2025-06-16T04:30:00Z,2025-06-16,sprayer_01,spraying,43.55196,78.059702,8.9,working,68.9
field_02,2025-06-16T05:01:00Z,2025-06-16,sprayer_01,spraying,43.552129,78.05997,8.0,working,71.2
field_02,2025-06-16T05:34:00Z,2025-06-16,sprayer_01,spraying,43.552406,78.060486,9.4,working,73.6
field_02,2025-06-16T06:10:00Z,2025-06-16,sprayer_01,spraying,43.552611,78.061446,9.2,working,76.0
field_02,2025-06-16T06:32:00Z,2025-06-16,sprayer_01,spraying,43.552898,78.061945,10.5,working,78.4
field_02,2025-06-16T07:08:00Z,2025-06-16,sprayer_01,spraying,43.553235,78.062382,8.8,working,80.8
field_02,2025-06-16T07:32:00Z,2025-06-16,sprayer_01,spraying,43.553291,78.06302,10.3,working,83.1
field_02,2025-06-16T08:08:00Z,2025-06-16,sprayer_01,spraying,43.553481,78.063646,10.8,working,85.5
field_02,2025-06-16T08:31:00Z,2025-06-16,sprayer_01,spraying,43.553748,78.064352,7.9,working,87.9
field_02,2025-06-16T09:07:00Z,2025-06-16,sprayer_01,spraying,43.553943,78.064804,7.8,working,90.2
field_02,2025-06-16T09:35:00Z,2025-06-16,sprayer_01,spraying,43.55404,78.065314,10.6,finishing,92.6
field_02,2025-07-15T00:09:00Z,2025-07-15,sprayer_01,spraying,43.545638,78.053791,10.2,starting,0.0
field_02,2025-07-15T00:36:00Z,2025-07-15,sprayer_01,spraying,43.545779,78.054811,8.4,working,2.4
field_02,2025-07-15T01:08:00Z,2025-07-15,sprayer_01,spraying,43.546119,78.055018,10.9,working,4.8
field_02,2025-07-15T01:37:00Z,2025-07-15,sprayer_01,spraying,43.546374,78.055739,10.9,idle,7.1
field_02,2025-07-15T02:08:00Z,2025-07-15,sprayer_01,spraying,43.54651,78.056589,8.8,working,9.5
field_02,2025-07-15T02:33:00Z,2025-07-15,sprayer_01,spraying,43.546751,78.056803,8.9,working,11.9
field_02,2025-07-15T03:07:00Z,2025-07-15,sprayer_01,spraying,43.546846,78.057488,9.6,working,14.2
field_02,2025-07-15T03:37:00Z,2025-07-15,sprayer_01,spraying,43.547166,78.058221,9.2,working,16.6
field_02,2025-07-15T04:00:00Z,2025-07-15,sprayer_01,spraying,43.547276,78.058707,10.1,working,19.0
field_02,2025-07-15T04:34:00Z,2025-07-15,sprayer_01,spraying,43.547469,78.059366,9.3,working,21.4
field_02,2025-07-15T05:00:00Z,2025-07-15,sprayer_01,spraying,43.547887,78.060073,9.1,working,23.8
field_02,2025-07-15T05:40:00Z,2025-07-15,sprayer_01,spraying,43.548003,78.060462,7.2,working,26.1
field_02,2025-07-15T06:08:00Z,2025-07-15,sprayer_01,spraying,43.548236,78.061278,7.7,working,28.5
field_02,2025-07-15T06:37:00Z,2025-07-15,sprayer_01,spraying,43.548459,78.062183,10.1,working,30.9
field_02,2025-07-15T07:09:00Z,2025-07-15,sprayer_01,spraying,43.548655,78.062554,9.3,working,33.2
field_02,2025-07-15T07:39:00Z,2025-07-15,sprayer_01,spraying,43.548888,78.063114,7.8,working,35.6
field_02,2025-07-15T08:08:00Z,2025-07-15,sprayer_01,spraying,43.549027,78.063713,9.8,working,38.0
field_02,2025-07-15T08:31:00Z,2025-07-15,sprayer_01,spraying,43.549478,78.064356,9.5,working,40.4
field_02,2025-07-15T09:03:00Z,2025-07-15,sprayer_01,spraying,43.549679,78.06483,8.3,working,42.8
field_02,2025-07-15T09:36:00Z,2025-07-15,sprayer_01,spraying,43.549686,78.065575,10.9,finishing,45.1
field_02,2025-07-16T00:07:00Z,2025-07-16,sprayer_01,spraying,43.550047,78.05393,9.4,starting,47.5
field_02,2025-07-16T00:40:00Z,2025-07-16,sprayer_01,spraying,43.550202,78.054426,8.2,working,49.9
field_02,2025-07-16T01:10:00Z,2025-07-16,sprayer_01,spraying,43.55041,78.055059,7.3,working,52.3
field_02,2025-07-16T01:35:00Z,2025-07-16,sprayer_01,spraying,43.550659,78.055747,10.6,working,54.6
field_02,2025-07-16T02:09:00Z,2025-07-16,sprayer_01,spraying,43.550793,78.056478,7.6,working,57.0
field_02,2025-07-16T02:39:00Z,2025-07-16,sprayer_01,spraying,43.550995,78.056884,10.9,working,59.4
field_02,2025-07-16T03:06:00Z,2025-07-16,sprayer_01,spraying,43.551275,78.057361,8.4,working,61.8
field_02,2025-07-16T03:36:00Z,2025-07-16,sprayer_01,spraying,43.551599,78.058211,9.8,working,64.1
field_02,2025-07-16T04:05:00Z,2025-07-16,sprayer_01,spraying,43.55189,78.059001,10.7,working,66.5
field_02,2025-07-16T04:39:00Z,2025-07-16,sprayer_01,spraying,43.551987,78.059551,10.3,working,68.9
field_02,2025-07-16T05:04:00Z,2025-07-16,sprayer_01,spraying,43.552261,78.060178,8.7,working,71.2
field_02,2025-07-16T05:36:00Z,2025-07-16,sprayer_01,spraying,43.552502,78.060693,9.7,working,73.6
field_02,2025-07-16T06:10:00Z,2025-07-16,sprayer_01,spraying,43.552619,78.061014,8.0,working,76.0
field_02,2025-07-16T06:32:00Z,2025-07-16,sprayer_01,spraying,43.552724,78.061858,8.7,working,78.4
field_02,2025-07-16T07:04:00Z,2025-07-16,sprayer_01,spraying,43.553242,78.06247,8.8,idle,80.8
field_02,2025-07-16T07:34:00Z,2025-07-16,sprayer_01,spraying,43.553133,78.06305,7.4,working,83.1
field_02,2025-07-16T08:10:00Z,2025-07-16,sprayer_01,spraying,43.553438,78.063563,9.2,working,85.5
field_02,2025-07-16T08:39:00Z,2025-07-16,sprayer_01,spraying,43.55366,78.064446,9.3,idle,87.9
field_02,2025-07-16T09:01:00Z,2025-07-16,sprayer_01,spraying,43.554037,78.064959,9.4,working,90.2
field_02,2025-07-16T09:39:00Z,2025-07-16,sprayer_01,spraying,43.554156,78.065622,8.9,finishing,92.6
field_02,2025-09-13T00:10:00Z,2025-09-13,combine_01,harvesting,43.545688,78.053959,6.5,starting,0.0
field_02,2025-09-13T00:34:00Z,2025-09-13,combine_01,harvesting,43.545609,78.054606,5.3,working,0.7
field_02,2025-09-13T01:02:00Z,2025-09-13,combine_01,harvesting,43.545747,78.055057,4.6,working,1.4
field_02,2025-09-13T01:37:00Z,2025-09-13,combine_01,harvesting,43.545921,78.055677,4.4,working,2.0
field_02,2025-09-13T02:02:00Z,2025-09-13,combine_01,harvesting,43.545881,78.056328,5.3,working,2.7
field_02,2025-09-13T02:33:00Z,2025-09-13,combine_01,harvesting,43.545944,78.057027,7.2,working,3.4
field_02,2025-09-13T03:01:00Z,2025-09-13,combine_01,harvesting,43.546074,78.057704,7.5,working,4.1
field_02,2025-09-13T03:38:00Z,2025-09-13,combine_01,harvesting,43.546223,78.058084,6.5,working,4.8
field_02,2025-09-13T04:03:00Z,2025-09-13,combine_01,harvesting,43.546239,78.058694,5.2,working,5.4
field_02,2025-09-13T04:37:00Z,2025-09-13,combine_01,harvesting,43.546201,78.059258,5.3,idle,6.1
field_02,2025-09-13T05:10:00Z,2025-09-13,combine_01,harvesting,43.546302,78.059785,4.4,working,6.8
field_02,2025-09-13T05:32:00Z,2025-09-13,combine_01,harvesting,43.546514,78.06065,7.2,working,7.5
field_02,2025-09-13T06:05:00Z,2025-09-13,combine_01,harvesting,43.546357,78.061287,7.1,working,8.1
field_02,2025-09-13T06:32:00Z,2025-09-13,combine_01,harvesting,43.546534,78.061764,6.6,working,8.8
field_02,2025-09-13T07:02:00Z,2025-09-13,combine_01,harvesting,43.546581,78.062376,6.2,working,9.5
field_02,2025-09-13T07:39:00Z,2025-09-13,combine_01,harvesting,43.546727,78.062857,5.0,working,10.2
field_02,2025-09-13T08:00:00Z,2025-09-13,combine_01,harvesting,43.546613,78.063515,4.4,working,10.9
field_02,2025-09-13T08:33:00Z,2025-09-13,combine_01,harvesting,43.546657,78.064107,5.7,working,11.5
field_02,2025-09-13T09:00:00Z,2025-09-13,combine_01,harvesting,43.546776,78.064825,6.8,working,12.2
field_02,2025-09-13T09:35:00Z,2025-09-13,combine_01,harvesting,43.546764,78.065377,5.3,finishing,12.9
field_02,2025-09-14T00:05:00Z,2025-09-14,combine_01,harvesting,43.546933,78.053701,7.1,starting,13.6
field_02,2025-09-14T00:37:00Z,2025-09-14,combine_01,harvesting,43.546843,78.054734,6.4,working,14.2
field_02,2025-09-14T01:08:00Z,2025-09-14,combine_01,harvesting,43.546956,78.055055,5.9,working,14.9
field_02,2025-09-14T01:34:00Z,2025-09-14,combine_01,harvesting,43.547244,78.055774,5.4,working,15.6
field_02,2025-09-14T02:04:00Z,2025-09-14,combine_01,harvesting,43.547158,78.0563,7.9,working,16.3
field_02,2025-09-14T02:31:00Z,2025-09-14,combine_01,harvesting,43.54727,78.057067,7.6,working,17.0
field_02,2025-09-14T03:10:00Z,2025-09-14,combine_01,harvesting,43.547262,78.057521,5.4,working,17.6
field_02,2025-09-14T03:30:00Z,2025-09-14,combine_01,harvesting,43.547445,78.058043,7.2,working,18.3
field_02,2025-09-14T04:00:00Z,2025-09-14,combine_01,harvesting,43.547497,78.058805,6.9,working,19.0
field_02,2025-09-14T04:30:00Z,2025-09-14,combine_01,harvesting,43.547465,78.059677,5.6,working,19.7
field_02,2025-09-14T05:10:00Z,2025-09-14,combine_01,harvesting,43.547465,78.059832,5.1,working,20.4
field_02,2025-09-14T05:31:00Z,2025-09-14,combine_01,harvesting,43.547534,78.060649,4.2,working,21.0
field_02,2025-09-14T06:00:00Z,2025-09-14,combine_01,harvesting,43.547686,78.06109,7.5,working,21.7
field_02,2025-09-14T06:30:00Z,2025-09-14,combine_01,harvesting,43.547613,78.061816,7.9,working,22.4
field_02,2025-09-14T07:07:00Z,2025-09-14,combine_01,harvesting,43.547644,78.062437,6.1,working,23.1
field_02,2025-09-14T07:38:00Z,2025-09-14,combine_01,harvesting,43.547978,78.063305,6.1,working,23.8
field_02,2025-09-14T08:04:00Z,2025-09-14,combine_01,harvesting,43.547736,78.063615,4.4,working,24.4
field_02,2025-09-14T08:39:00Z,2025-09-14,combine_01,harvesting,43.547965,78.064062,4.1,working,25.1
field_02,2025-09-14T09:03:00Z,2025-09-14,combine_01,harvesting,43.54796,78.064747,6.1,working,25.8
field_02,2025-09-14T09:36:00Z,2025-09-14,combine_01,harvesting,43.548079,78.06528,6.7,finishing,26.5
field_02,2025-09-15T00:02:00Z,2025-09-15,combine_01,harvesting,43.548051,78.054019,7.0,starting,27.1
field_02,2025-09-15T00:33:00Z,2025-09-15,combine_01,harvesting,43.548091,78.054831,5.6,working,27.8
field_02,2025-09-15T01:07:00Z,2025-09-15,combine_01,harvesting,43.548322,78.055189,7.8,working,28.5
field_02,2025-09-15T01:35:00Z,2025-09-15,combine_01,harvesting,43.548446,78.055631,7.8,working,29.2
field_02,2025-09-15T02:02:00Z,2025-09-15,combine_01,harvesting,43.548389,78.05639,7.8,working,29.9
field_02,2025-09-15T02:33:00Z,2025-09-15,combine_01,harvesting,43.548449,78.057021,7.4,working,30.5
field_02,2025-09-15T03:10:00Z,2025-09-15,combine_01,harvesting,43.548641,78.057504,4.4,working,31.2
field_02,2025-09-15T03:34:00Z,2025-09-15,combine_01,harvesting,43.548606,78.058332,7.9,working,31.9
field_02,2025-09-15T04:05:00Z,2025-09-15,combine_01,harvesting,43.548716,78.058866,6.1,working,32.6
field_02,2025-09-15T04:37:00Z,2025-09-15,combine_01,harvesting,43.548797,78.059383,7.1,idle,33.2
field_02,2025-09-15T05:09:00Z,2025-09-15,combine_01,harvesting,43.548765,78.060023,5.6,working,33.9
field_02,2025-09-15T05:35:00Z,2025-09-15,combine_01,harvesting,43.548971,78.060469,6.5,working,34.6
field_02,2025-09-15T06:02:00Z,2025-09-15,combine_01,harvesting,43.548759,78.061246,4.8,working,35.3
field_02,2025-09-15T06:34:00Z,2025-09-15,combine_01,harvesting,43.549035,78.061691,7.6,working,36.0
field_02,2025-09-15T07:03:00Z,2025-09-15,combine_01,harvesting,43.548958,78.062275,4.2,working,36.6
field_02,2025-09-15T07:31:00Z,2025-09-15,combine_01,harvesting,43.548994,78.063251,4.8,working,37.3
field_02,2025-09-15T08:01:00Z,2025-09-15,combine_01,harvesting,43.549046,78.063634,5.0,working,38.0
field_02,2025-09-15T08:39:00Z,2025-09-15,combine_01,harvesting,43.549239,78.064298,7.5,working,38.7
field_02,2025-09-15T09:07:00Z,2025-09-15,combine_01,harvesting,43.549301,78.064985,5.1,working,39.4
field_02,2025-09-15T09:39:00Z,2025-09-15,combine_01,harvesting,43.549472,78.065625,5.5,finishing,40.0
field_02,2025-09-16T00:07:00Z,2025-09-16,combine_01,harvesting,43.549381,78.054029,6.5,starting,40.7
field_02,2025-09-16T00:38:00Z,2025-09-16,combine_01,harvesting,43.549493,78.054553,6.7,working,41.4
field_02,2025-09-16T01:05:00Z,2025-09-16,combine_01,harvesting,43.549547,78.055211,4.5,working,42.1
field_02,2025-09-16T01:33:00Z,2025-09-16,combine_01,harvesting,43.549671,78.055729,6.3,working,42.8
field_02,2025-09-16T02:07:00Z,2025-09-16,combine_01,harvesting,43.549559,78.056409,6.5,working,43.4
field_02,2025-09-16T02:34:00Z,2025-09-16,combine_01,harvesting,43.549569,78.056973,6.6,working,44.1
field_02,2025-09-16T03:08:00Z,2025-09-16,combine_01,harvesting,43.549693,78.05752,7.4,working,44.8
field_02,2025-09-16T03:40:00Z,2025-09-16,combine_01,harvesting,43.549758,78.058021,6.9,working,45.5
field_02,2025-09-16T04:04:00Z,2025-09-16,combine_01,harvesting,43.55002,78.058836,6.3,working,46.1
field_02,2025-09-16T04:30:00Z,2025-09-16,combine_01,harvesting,43.54994,78.059332,7.3,working,46.8
field_02,2025-09-16T05:03:00Z,2025-09-16,combine_01,harvesting,43.549966,78.059848,6.0,working,47.5
field_02,2025-09-16T05:33:00Z,2025-09-16,combine_01,harvesting,43.549977,78.06053,4.6,working,48.2
field_02,2025-09-16T06:03:00Z,2025-09-16,combine_01,harvesting,43.550146,78.061231,7.0,working,48.9
field_02,2025-09-16T06:39:00Z,2025-09-16,combine_01,harvesting,43.550114,78.061951,6.0,working,49.5
field_02,2025-09-16T07:03:00Z,2025-09-16,combine_01,harvesting,43.550376,78.062457,7.9,working,50.2
field_02,2025-09-16T07:33:00Z,2025-09-16,combine_01,harvesting,43.550296,78.062966,4.7,working,50.9
field_02,2025-09-16T08:09:00Z,2025-09-16,combine_01,harvesting,43.55038,78.063637,6.8,working,51.6
field_02,2025-09-16T08:31:00Z,2025-09-16,combine_01,harvesting,43.550301,78.064219,7.5,working,52.3
field_02,2025-09-16T09:03:00Z,2025-09-16,combine_01,harvesting,43.55043,78.064768,6.1,working,52.9
field_02,2025-09-16T09:32:00Z,2025-09-16,combine_01,harvesting,43.550518,78.065422,6.1,finishing,53.6
field_02,2025-09-17T00:10:00Z,2025-09-17,combine_01,harvesting,43.55052,78.054004,4.8,starting,54.3
field_02,2025-09-17T00:39:00Z,2025-09-17,combine_01,harvesting,43.550721,78.054566,7.8,working,55.0
field_02,2025-09-17T01:03:00Z,2025-09-17,combine_01,harvesting,43.550714,78.055016,7.3,working,55.6
field_02,2025-09-17T01:38:00Z,2025-09-17,combine_01,harvesting,43.550762,78.05583,5.0,working,56.3
field_02,2025-09-17T02:10:00Z,2025-09-17,combine_01,harvesting,43.550785,78.056353,6.3,working,57.0
field_02,2025-09-17T02:34:00Z,2025-09-17,combine_01,harvesting,43.550986,78.056821,6.3,working,57.7
field_02,2025-09-17T03:05:00Z,2025-09-17,combine_01,harvesting,43.550908,78.057703,7.5,working,58.4
field_02,2025-09-17T03:39:00Z,2025-09-17,combine_01,harvesting,43.550998,78.058113,5.1,working,59.0
